date,Close,High,Low,Open,Volume,Daily Return,sentiment_article_positive,sentiment_article_neutral,sentiment_article_negative,sentiment_title_positive,sentiment_title_neutral,sentiment_title_negative
2019-01-02,148.75746154785156,149.593064989947,144.9155850794099,145.02123726851588,58576700.0,,0.3395977292383223,0.4130569217669886,0.2473453532418641,0.2353567948998915,0.65986706628173,0.1047761366776109
2019-01-03,143.8974609375,147.20146171868365,143.58050443454954,146.56756336837543,74820200.0,-0.0326706341973187,0.360567857267451,0.3761290505800638,0.2633030908025185,0.254595794384663,0.6096047721532526,0.1357994347494096
2019-01-04,150.05406188964844,150.79362709425007,145.74156562812507,146.31783821219935,74709300.0,0.0427846392287802,0.4788946542560221,0.3182569136240972,0.2028484355158594,0.2922536741476219,0.5719981702747668,0.1357481561427673
2019-01-07,151.8404998779297,152.5800649127009,149.9387758726794,150.4286096549983,52059300.0,0.0119052957699672,0.4361153277179879,0.3484971192939579,0.2153875548598456,0.2806322659800548,0.5719914199006247,0.1473763122441356
2019-01-08,153.21401977539062,153.78069297097673,150.98572464918954,153.23321860346226,49388700.0,0.0090458072685821,0.4533731759993342,0.3578224881802986,0.1888043342340353,0.3349465714987953,0.5376378697992669,0.1274155579303548
2019-01-09,154.462646484375,155.13497191797913,153.1660073473136,153.8095198805915,46491700.0,0.0081495590991924,0.4428630414528329,0.354159925793024,0.2029770311382268,0.3181900998195155,0.5700767796748022,0.1117331221649369
2019-01-10,154.9044189453125,154.99085762669685,152.4264074898172,153.29083827043664,38943400.0,0.0028600601568884,0.3718453518878335,0.3832741789685208,0.2448804717986528,0.2875790657968664,0.5637925806984828,0.1486283541882465
2019-01-11,154.33773803710938,154.50101597890315,153.47330730011788,153.99196867343102,30176600.0,-0.0036582617336642,0.3878475571065206,0.3684324499227092,0.243719995324631,0.2243115086002264,0.618837727329564,0.1568507619301968
2019-01-14,152.97389221191406,153.6366181255586,152.32076571165825,153.0315180034322,30710200.0,-0.0088367617832223,0.3733063440014855,0.3504316518855779,0.2762620063504599,0.2505599515782585,0.5561117211847693,0.1933283251972985
2019-01-15,155.96096801757812,156.17227237965565,153.58860830701235,153.67504700360917,40874200.0,0.0195267032986654,0.4209577336500822,0.3331356583980425,0.2459066090729962,0.2655652479252268,0.559682346464027,0.1747524075827271
2019-01-16,155.9321746826172,157.30563855284709,155.8745342220596,156.2203037074232,33812200.0,-0.0001846188525689,0.4133504303612806,0.3681035540492841,0.2185460200473334,0.2601457423190069,0.579311704512454,0.1605425520421836
2019-01-17,157.16151428222656,157.86265240198497,155.18295090102916,155.43266751277565,39329000.0,0.0078838097532569,0.4321340070402626,0.3558894776120203,0.2119765185063135,0.2759790007115799,0.5722600083849841,0.1517609921646181
2019-01-18,158.71746826171875,159.45703333691213,157.34400492052177,158.26604675594012,57183200.0,0.0099003498827203,0.5268784501409571,0.3109796133908756,0.1621419373478718,0.3323043232018526,0.5597636934871731,0.1079319812221968
2019-01-22,155.53836059570312,157.65138957857565,154.404999493653,157.57455029575914,56711700.0,-0.0200299796917967,0.3464804904448652,0.3985179452638067,0.2550015697055762,0.2473247779819364,0.6046071872191171,0.1480680366151149
2019-01-23,155.74005126953125,157.04628976941032,153.98240579734488,156.3355520489138,38106100.0,0.0012967262420386,0.4542910852975502,0.3642217679297447,0.1814871464324642,0.3503718899811274,0.5258536002035292,0.1237745122301189
2019-01-24,156.7484893798828,156.97900714458763,155.65355564481632,156.24904155081703,32417800.0,0.0064751366275481,0.4573370439034753,0.3679554029862956,0.174707554760671,0.3238963073963303,0.5281375014937313,0.1479661937770492
2019-01-25,158.62142944335938,159.10166388267393,157.46886972012285,158.00672994726042,36515900.0,0.0119486960983556,0.4557636155554971,0.3291363774732827,0.2151000082832141,0.3032371991377073,0.5268698573264069,0.169892943179925
2019-01-28,156.662109375,156.67170878961113,155.3558708637395,156.57567067671533,33491200.0,-0.0123521776044706,0.4065335798455768,0.3111134522176102,0.2823529692911184,0.2583377809957379,0.5551401854405583,0.1865220327667748
2019-01-29,155.18296813964844,156.7869494536102,154.62589441563182,156.74852249024772,30784200.0,-0.0094416016818141,0.4105395011678011,0.3814184176405983,0.2080420842122387,0.2747767974041025,0.5667761342025294,0.1584470682058609
2019-01-30,159.13046264648438,159.70674978472684,156.45076116151566,156.94059497010824,41346500.0,0.0254376788519963,0.4760960157827796,0.3620677846143141,0.161836202069643,0.3053511475519088,0.5379919670135532,0.1566568898343128
2019-01-31,161.51248168945312,162.3096727730701,159.88928662268077,160.11019040434007,37258400.0,0.0149689695068662,0.4765753867397341,0.3697703211378719,0.1536542945467879,0.3553709407780877,0.5014748538663414,0.1431542071296694
2019-02-01,160.83053588867188,161.93508406478605,160.38872834270165,160.7152842950439,32143700.0,-0.0042222482971467,0.5122696881809194,0.3214207224417459,0.1663095896820618,0.3203491644405993,0.5264626010034693,0.1531882388912772
2019-02-04,162.82827758789062,162.82827758789062,160.7152491188275,160.8593135793307,26718800.0,0.012421407963234,0.4858896391839637,0.311103857223348,0.2030065065158527,0.363572713540862,0.5423543377525091,0.0940729516164426
2019-02-05,164.26904296875,164.46113387396488,162.982017782654,163.04924300446072,28156400.0,0.0088483732813648,0.4820616025885016,0.3516387204336913,0.1662996792470983,0.3533191283677042,0.528754616311487,0.1179262547958782
